taxid	name	parent_taxid	rank
2560147	Holosalinivirus	2731619	genus
2560148	Iapetusvirus	2731619	genus
2560149	Ikedavirus	2731619	genus
2560150	Ilzatvirus	2731619	genus
2560151	Iodovirus	2731619	genus
2560152	Ionavirus	2731619	genus
2560153	Jasminevirus	2731619	genus
2560154	Jedunavirus	2731619	genus
2560155	Jeilongvirus	2560076	genus
2560156	Jesfedecavirus	2732012	genus
2560157	Kabutovirus	1980418	genus
2560158	Kairosalinivirus	2731619	genus
2560159	Klementvirus	2731619	genus
2560160	Kochikohdavirus	2560071	genus
2560161	Kojivirus	2731619	genus
2560162	Krylovvirus	2731619	genus
2560163	Kryptosalinivirus	2731619	genus
2560164	Kusarnavirus	324901	genus
2560165	Lacusarxvirus	2731619	genus
2560166	Laulavirus	1980418	genus
2560167	Lilyvirus	2731619	genus
2560168	Livupivirus	2946635	genus
2560169	Locarnavirus	324901	genus
2560170	Lokivirus	2731619	genus
2560171	Magadivirus	2731619	genus
2560172	Magoulivirus	2560063	genus
2560173	Malagasivirus	2946627	genus
2560174	Metaavulavirus	2560069	genus
2560175	Metrivirus	2731619	genus
2560176	Mimasvirus	2731619	genus
2560177	Minovirus	11974	genus
2560178	Minunavirus	2731619	genus
2560179	Mutorquevirus	687329	genus
2560180	Myunavirus	2732014	genus
2560181	Myxoctovirus	2731619	genus
2560182	Nacovirus	11974	genus
2560183	Nanhaivirus	2731619	genus
2560184	Napahaivirus	2731643	genus
2560185	Narmovirus	2560076	genus
2560186	Nazgulvirus	2943001	genus
2560187	Negarvirus	2842327	genus
2560188	Nickievirus	2731619	genus
2560189	Novosibvirus	2731690	genus
2560190	Noxifervirus	2731619	genus
2560191	Nutorquevirus	687329	genus
2560192	Nyceiraevirus	2731619	genus
2560193	Orchidvirus	2731619	genus
2560194	Orthoavulavirus	2560069	genus
2560195	Orthorubulavirus	2560080	genus
2560197	Otagovirus	2731619	genus
2560198	Pacuvirus	1980416	genus
2560199	Paraavulavirus	2560069	genus
2560200	Pararubulavirus	2560080	genus
2560201	Peatvirus	2731619	genus
2560202	Phimunavirus	2731647	genus
2560203	Pikminvirus	2731619	genus
2560204	Plaisancevirus	2731619	genus
2560205	Poecivirus	2946635	genus
2560206	Pollyceevirus	2731643	genus
2560207	Polybotosvirus	2731619	genus
2560208	Popoffvirus	2731619	genus
2560209	Poushouvirus	2731619	genus
2560210	Priunavirus	2731690	genus
2560211	Rafivirus	2946635	genus
2560212	Reptillovirus	2560079	genus
2560213	Rigallicvirus	2731619	genus
2560214	Rimavirus	2731619	genus
2560215	Ripduovirus	2731619	genus
2560216	Risingsunvirus	2731619	genus
2560217	Salemvirus	2560076	genus
2560218	Salisharnavirus	324901	genus
2560219	Salovirus	11974	genus
2560220	Samistivirus	2946625	genus
2560221	Samunavirus	2731619	genus
2560222	Sanovirus	2943001	genus
2560223	Sasvirus	2731619	genus
2560224	Sawastrivirus	1980417	genus
2560225	Scapunavirus	2731619	genus
2560226	Scleroulivirus	2560063	genus
2560227	Sertoctavirus	1910999	genus
2560228	Shalavirus	2560070	genus
2560229	Shilevirus	2560064	genus
2560230	Sogarnavirus	324901	genus
2560231	Sourvirus	2731619	genus
2560232	Striavirus	11266	genus
2560233	Sugarlandvirus	2731690	genus
2560234	Synodonvirus	2560075	genus
2560235	Tabernariusvirus	2731619	genus
2560236	Thamnovirus	11266	genus
2560237	Thornevirus	2731619	genus
2560238	Tidunavirus	2842518	genus
2560239	Tijeunavirus	2731619	genus
2560240	Tortellinivirus	1982878	genus
2560241	Tottorivirus	2946627	genus
2560242	Trinavirus	2731619	genus
2560245	Unahavirus	2946157	genus
2560247	Vhulanivirus	2731619	genus
2560248	Vicosavirus	2731619	genus
2560249	Vidquintavirus	2731619	genus
2560250	Vieuvirus	2731619	genus
2560251	Vividuovirus	2731619	genus
2560252	Wamavirus	1914298	genus
2560253	Weaselvirus	2731619	genus
2560254	Wenrivirus	1980418	genus
2560255	Wilnyevirus	2731619	genus
2560256	Winklervirus	1198136	genus
2560257	Yvonnevirus	2731619	genus
2560258	Zybavirus	1511860	genus
2731207	Fairfaxidumvirus	2731619	genus
2731621	Taipeivirus	2169529	genus
2731671	Pettyvirus	2731645	genus
2731672	Daemvirus	2731645	genus
2731673	Gutovirus	2731646	genus
2731674	Kaohsiungvirus	2731646	genus
2731675	Murciavirus	2731646	genus
2731676	Trungvirus	2731646	genus
2731677	Uliginvirus	2731646	genus
2731926	Aegirvirus	2731643	genus
2731927	Ashivirus	2731643	genus
2731928	Atuphduovirus	2731643	genus
2731929	Ayakvirus	2731643	genus
2731930	Ayaqvirus	2731643	genus
2731931	Banchanvirus	2731643	genus
2731932	Bonnellvirus	2731643	genus
2731933	Cheungvirus	2731643	genus
2731934	Chosvirus	2731643	genus
2731935	Cuernavacavirus	2731643	genus
2731936	Cyclitvirus	2731643	genus
2731937	Ermolevavirus	2731643	genus
2731938	Foturvirus	2731643	genus
2731939	Foussvirus	2731643	genus
2731940	Fussvirus	2731643	genus
2731941	Gajwadongvirus	2731643	genus
2731942	Gyeongsanvirus	2731643	genus
2731943	Igirivirus	2731643	genus
2731944	Jalkavirus	2731643	genus
2731945	Jiaoyazivirus	2731643	genus
2731946	Kafavirus	2731643	genus
2731947	Kajamvirus	2731643	genus
2731948	Kakivirus	2731643	genus
2731949	Kalppathivirus	2731643	genus
2731950	Kelmasvirus	2731643	genus
2731951	Kembevirus	2731643	genus
2731952	Krakvirus	2731643	genus
2731953	Lauvirus	2731643	genus
2731954	Limelightvirus	2731643	genus
2731955	Lingvirus	2731643	genus
2731956	Lirvirus	2731643	genus
2731957	Lullwatervirus	2731643	genus
2731958	Maculvirus	2731643	genus
2731959	Nohivirus	2731643	genus
2731960	Oinezvirus	2731643	genus
2731961	Paadamvirus	2731643	genus
2731962	Pagavirus	2731643	genus
2731963	Pairvirus	2731643	genus
2731964	Pedosvirus	2731643	genus
2731965	Pekhitvirus	2731643	genus
2731966	Pelagivirus	2731643	genus
2731967	Percyvirus	2731643	genus
2731968	Piedvirus	2731643	genus
2731969	Podivirus	2731643	genus
2731970	Poseidonvirus	2731643	genus
2731971	Powvirus	2731643	genus
2731972	Qadamvirus	2731643	genus
2731973	Scottvirus	2731643	genus
2731974	Sednavirus	2731643	genus
2731975	Serkorvirus	2731643	genus
2731976	Sieqvirus	2731643	genus
2731977	Stompelvirus	2731643	genus
2731978	Stopalavirus	2731643	genus
2731979	Stopavirus	2731643	genus
2731980	Stupnyavirus	2731643	genus
2731981	Tangaroavirus	2731643	genus
2731982	Tawavirus	2731643	genus
2731983	Tiamatvirus	2731643	genus
2731984	Tiilvirus	2731643	genus
2731985	Tritonvirus	2731643	genus
2731986	Voetvirus	2731643	genus
2731987	Votkovvirus	2731643	genus
2731988	Waewaevirus	2731643	genus
2731989	Wuhanvirus	2731643	genus
2732016	Vipunavirus	2732012	genus
2732017	Epseptimavirus	2732013	genus
2732018	Haartmanvirus	2732013	genus
2732037	Pogseptimavirus	2731690	genus
2732038	Shenzhenvirus	2731690	genus
2732049	Nouzillyvirus	2731691	genus
2732050	Sauletekiovirus	2731691	genus
2732051	Vilniusvirus	2731691	genus
2732061	Christensenvirus	2732045	genus
2732062	Guelphvirus	2732045	genus
2732063	Loudonvirus	2732045	genus
2732064	Eastlansingvirus	2732046	genus
2732065	Lindendrivevirus	2732046	genus
2732066	Wilsonroadvirus	2732046	genus
2732068	Warwickvirus	2732047	genus
2732086	Badaguanvirus	1910999	genus
2732099	Suturavirus	2732098	genus
2732589	Andhravirus	2732588	genus
2732653	Torbevirus	2732652	genus
2732675	Aarhusvirus	2731653	genus
2732676	Apdecimavirus	2731653	genus
2732677	Berlinvirus	2731653	genus
2732678	Caroctavirus	2731653	genus
2732679	Chatterjeevirus	2731653	genus
2732680	Eapunavirus	2731653	genus
2732681	Elunavirus	2731653	genus
2732682	Foetvirus	2731653	genus
2732683	Ghunavirus	2731653	genus
2732684	Helsettvirus	2731653	genus
2732685	Jarilovirus	2731653	genus
2732686	Kayfunavirus	2731653	genus
2732687	Minipunavirus	2731653	genus
2732688	Ningirsuvirus	2731653	genus
2732689	Pektosvirus	2731653	genus
2732690	Phutvirus	2731653	genus
2732691	Pifdecavirus	2731653	genus
2732692	Pijolavirus	2731653	genus
2732693	Teetrevirus	2731653	genus
2732694	Troedvirus	2731653	genus
2732695	Unyawovirus	2731653	genus
2732869	Affertcholeramvirus	10860	genus
2732870	Bifilivirus	2842326	genus
2732871	Capistrivirus	10860	genus
2732872	Coriovirus	10860	genus
2732873	Infulavirus	10860	genus
2732874	Parhipatevirus	10860	genus
2732875	Primolicivirus	10860	genus
2732876	Psecadovirus	10860	genus
2732877	Restivirus	10860	genus
2732878	Scuticavirus	10860	genus
2732879	Staminivirus	10860	genus
2732880	Subteminivirus	10860	genus
2732881	Tertilicivirus	10860	genus
2732882	Thomixvirus	2842326	genus
2732883	Versovirus	10860	genus
2732884	Vicialiavirus	10860	genus
2732885	Villovirus	10860	genus
2732886	Xylivirus	10860	genus
2732909	Tunggulvirus	2731648	genus
2732910	Aerosvirus	2731649	genus
2732911	Aghbyvirus	2731649	genus
2732912	Ahphunavirus	2731649	genus
2732913	Cronosvirus	2731649	genus
2732914	Panjvirus	2731649	genus
2732915	Pienvirus	2731649	genus
2732916	Pokrovskaiavirus	2731649	genus
2732917	Wanjuvirus	2731649	genus
2732918	Acadevirus	2731650	genus
2732920	Kantovirus	2731647	genus
2732921	Kotilavirus	2731647	genus
2732922	Stompvirus	2731647	genus
2732923	Kirikabuvirus	2731648	genus
2732924	Stubburvirus	2731648	genus
2732925	Axomammavirus	2731650	genus
2732926	Eracentumvirus	2731650	genus
2732927	Tuodvirus	2731650	genus
2732928	Vectrevirus	2731650	genus
2732929	Ampunavirus	2731651	genus
2732930	Higashivirus	2731651	genus
2732931	Mguuvirus	2731651	genus
2732932	Risjevirus	2731651	genus
2732933	Sukuvirus	2731651	genus
2732937	Bucovirus	2731652	genus
2732938	Koutsourovirus	2731652	genus
2732939	Novosibovirus	2731652	genus
2732960	Carltongylesvirus	2842409	genus
2732961	Faunusvirus	2842409	genus
2732962	Loessnervirus	2842409	genus
2732963	Pahsextavirus	2842418	genus
2732964	Suwonvirus	2842409	genus
2732965	Yushanvirus	2842418	genus
2732966	Hongcheonvirus	2732014	genus
2732968	Schiekvirus	2560071	genus
2732969	Baoshanvirus	2560081	genus
2732970	Harbinvirus	2560065	genus
2732971	Sciuriunavirus	2560081	genus
2732972	Aresaunavirus	2946167	genus
2732973	Baylorvirus	2946167	genus
2732974	Bielevirus	2946167	genus
2732975	Canoevirus	2946167	genus
2732976	Catalunyavirus	2946167	genus
2732977	Citexvirus	2946167	genus
2732978	Eganvirus	2946167	genus
2732979	Entnonagintavirus	2946167	genus
2732980	Felsduovirus	2946167	genus
2732981	Irtavirus	2946167	genus
2732982	Kisquattuordecimvirus	2946167	genus
2732983	Kisquinquevirus	2946167	genus
2732984	Longwoodvirus	2946167	genus
2732985	Nampongvirus	2946167	genus
2732986	Phitrevirus	2946167	genus
2732987	Playavirus	2946167	genus
2732988	Reginaelenavirus	2946167	genus
2732989	Senquatrovirus	2946167	genus
2732990	Seongnamvirus	2946167	genus
2733081	Simpcentumvirus	2946167	genus
2733082	Stockinghallvirus	2946167	genus
2733083	Tigrvirus	2946167	genus
2733084	Vulnificusvirus	2946167	genus
2733085	Xuanwuvirus	2946167	genus
2733086	Acionnavirus	2946160	genus
2733087	Ahtivirus	2946160	genus
2733088	Alexandravirus	2731619	genus
2733089	Anamdongvirus	2731619	genus
2733090	Anaposvirus	2946160	genus
2733091	Aokuangvirus	2731619	genus
2733092	Atlauavirus	2946160	genus
2733093	Aurunvirus	2731619	genus
2733094	Baikalvirus	2731619	genus
2733095	Barbavirus	2731619	genus
2733096	Bellamyvirus	2946160	genus
2733097	Brigitvirus	2731619	genus
2733098	Brizovirus	2946160	genus
2733099	Carpasinavirus	2731619	genus
2733100	Charybdisvirus	2946160	genus
2733101	Cymopoleiavirus	2946160	genus
2733102	Derbicusvirus	2731619	genus
2733103	Eponavirus	2731619	genus
2733104	Eurybiavirus	2731619	genus
2733105	Goslarvirus	2731619	genus
2733106	Heilongjiangvirus	2731619	genus
2733107	Kanaloavirus	2946160	genus
2733108	Lagaffevirus	2731619	genus
2733109	Leucotheavirus	2946160	genus
2733110	Libanvirus	2946160	genus
2733111	Llyrvirus	2731619	genus
2733112	Loughboroughvirus	2731619	genus
2733113	Mazuvirus	2946160	genus
2733114	Mushuvirus	2731619	genus
2733116	Namakavirus	2946160	genus
2733117	Neptunevirus	2946160	genus
2733118	Nereusvirus	2946160	genus
2733119	Nerrivikvirus	2946160	genus
2733120	Nodensvirus	2946160	genus
2733121	Palaemonvirus	2946160	genus
2733122	Petsuvirus	2731619	genus
2733123	Phabquatrovirus	2731619	genus
2733124	Phapecoctavirus	2946646	genus
2733125	Pontusvirus	2946160	genus
2733126	Qingdaovirus	2731619	genus
2733127	Rosemountvirus	2731619	genus
2733128	Saclayvirus	2731619	genus
2733129	Salacisavirus	2946160	genus
2733130	Salmondvirus	2731619	genus
2733131	Sasquatchvirus	2731619	genus
2733132	Schmittlotzvirus	2731619	genus
2733133	Tamkungvirus	2731619	genus
2733134	Taranisvirus	2731619	genus
2733135	Tefnutvirus	2946160	genus
2733136	Thaumasvirus	2946160	genus
2733137	Thetisvirus	2946160	genus
2733138	Toutatisvirus	2731619	genus
2733139	Vellamovirus	2946160	genus
2733140	Wellingtonvirus	2731619	genus
2733141	Wifcevirus	2731619	genus
2733142	Yoloswagvirus	2731619	genus
2733143	Fischettivirus	2842327	genus
2733145	Kelquatrovirus	2731619	genus
2733146	Mukerjeevirus	2842329	genus
2733147	Ryyoungvirus	2731619	genus
2733148	Shizishanvirus	2842329	genus
2733149	Skarprettervirus	2731619	genus
2733150	Sortsnevirus	2731619	genus
2733151	Xuquatrovirus	2731619	genus
2733152	Bertelyvirus	2732612	genus
2733153	Colossusvirus	2732612	genus
2733154	Poindextervirus	2732612	genus
2733156	Getalongvirus	2732613	genus
2733157	Horusvirus	2732613	genus
2733158	Phistoryvirus	2732613	genus
2733159	Douglaswolinvirus	2732614	genus
2733160	Lenusvirus	2732614	genus
2733161	Lidleunavirus	2732614	genus
2733162	Maenadvirus	2732614	genus
2733163	Abbeymikolonvirus	2731619	genus
2733164	Andrewvirus	2731619	genus
2733165	Appavirus	2731619	genus
2733166	Apricotvirus	2731619	genus
2733167	Armstrongvirus	2731619	genus
2733168	Attoomivirus	2731619	genus
2733169	Austintatiousvirus	2731619	genus
2733170	Bridgettevirus	2731619	genus
2733171	Coralvirus	2731619	genus
2733172	Daredevilvirus	2731619	genus
2733173	Edenvirus	2731619	genus
2733174	Feofaniavirus	2731619	genus
2733175	Fibralongavirus	2731619	genus
2733176	Franklinbayvirus	2731619	genus
2733177	Gillianvirus	2731619	genus
2733178	Godonkavirus	2731619	genus
2733179	Goodmanvirus	2731619	genus
2733180	Hiyaavirus	2731619	genus
2733181	Jacevirus	2731619	genus
2733182	Juiceboxvirus	2731619	genus
2733183	Kilunavirus	2731619	genus
2733184	Krampusvirus	2731619	genus
2733185	Lanavirus	2731619	genus
2733186	Lentavirus	2731619	genus
2733187	Liebevirus	2731619	genus
2733188	Luckybarnesvirus	2731619	genus
2733189	Luckytenvirus	2731619	genus
2733190	Lughvirus	2731619	genus
2733191	Majavirus	2731619	genus
2733192	Manhattanvirus	2731619	genus
2733193	Maxrubnervirus	2731619	genus
2733194	Mementomorivirus	2731619	genus
2733195	Metamorphoovirus	2731619	genus
2733196	Montyvirus	2731619	genus
2733197	Murrayvirus	2731619	genus
2733198	Neferthenavirus	2731619	genus
2733199	Oengusvirus	2731619	genus
2733200	Oneupvirus	2731619	genus
2733201	Picardvirus	2731619	genus
2733202	Quhwahvirus	2731619	genus
2733203	Raleighvirus	2731619	genus
2733204	Rogerhendrixvirus	2731619	genus
2733205	Ronaldovirus	2731619	genus
2733206	Rowavirus	2731619	genus
2733207	Ruthyvirus	2731619	genus
2733208	Samwavirus	2731619	genus
2733209	Sansavirus	2731619	genus
2733210	Sashavirus	2731619	genus
2733211	Schnabeltiervirus	2731619	genus
2733212	Schubertvirus	2731619	genus
2733213	Seussvirus	2731619	genus
2733214	Sonalivirus	2731619	genus
2733215	Squashvirus	2731619	genus
2733216	Terapinvirus	2731619	genus
2733217	Tigunavirus	2731619	genus
2733218	Trinevirus	2731619	genus
2733219	Vashvirus	2731619	genus
2733220	Vojvodinavirus	2946644	genus
2733221	Yangvirus	2731619	genus
2733222	Zetavirus	2731619	genus
2733223	Aquambidensovirus	40120	genus
2733224	Blattambidensovirus	40120	genus
2733225	Hemiambidensovirus	40120	genus
2733226	Miniambidensovirus	40120	genus
2733227	Pefuambidensovirus	40120	genus
2733228	Protoambidensovirus	40120	genus
2733229	Scindoambidensovirus	40120	genus
2733230	Brevihamaparvovirus	2732887	genus
2733231	Chaphamaparvovirus	2732887	genus
2733232	Hepanhamaparvovirus	2732887	genus
2733233	Ichthamaparvovirus	2732887	genus
2733234	Penstylhamaparvovirus	2732887	genus
2733237	Pteridovirus	2732890	genus
2733238	Ravavirus	1914298	genus
2733239	Hexartovirus	2501986	genus
2733240	Dianlovirus	11266	genus
2733241	Hubramonavirus	1883067	genus
2733242	Cynoglossusvirus	11158	genus
2733243	Hoplichthysvirus	11158	genus
2733244	Scoliodonvirus	11158	genus
2733245	Alphanucleorhabdovirus	2842408	genus
2733246	Arurhavirus	2842407	genus
2733247	Barhavirus	2842407	genus
2733248	Betanucleorhabdovirus	2842408	genus
2733249	Gammanucleorhabdovirus	2842408	genus
2733250	Lostrhavirus	2842407	genus
2733251	Mousrhavirus	2842407	genus
2733252	Ohlsrhavirus	2842407	genus
2733253	Sawgrhavirus	2842407	genus
2733254	Sunrhavirus	2842407	genus
2733255	Zarhavirus	2842407	genus
2733257	Entovirus	1980418	genus
2733258	Ixovirus	1980418	genus
2733259	Lentinuvirus	1980418	genus
2733260	Rubodvirus	1980418	genus
2733262	Pontunivirus	2732904	genus
2733263	Cyclophivirus	2732905	genus
2733264	Kukrinivirus	2732906	genus
2733265	Chimshavirus	2732907	genus
2733266	Sajorinivirus	2732908	genus
2733267	Lyctovirus	2508240	genus
2733273	Gruhelivirus	2946633	genus
2733274	Grusopivirus	2946640	genus
2733277	Mupivirus	2946627	genus
2733280	Pemapivirus	2946635	genus
2733283	Tropivirus	2946635	genus
2733284	Arepavirus	39729	genus
2733285	Celavirus	39729	genus
2733288	Telnavirus	10993	genus
2733289	Herpetohepadnavirus	10404	genus
2733290	Metahepadnavirus	10404	genus
2733291	Parahepadnavirus	10404	genus
2733292	Dioscovirus	186534	genus
2733293	Vaccinivirus	186534	genus
2733294	Polymycovirus	2732900	genus
2733295	Macropopoxvirus	10241	genus
2733296	Mustelpoxvirus	10241	genus
2733297	Oryzopoxvirus	10241	genus
2733298	Pteropopoxvirus	10241	genus
2733299	Salmonpoxvirus	10241	genus
2733300	Sciuripoxvirus	10241	genus
2733301	Vespertilionpoxvirus	10241	genus
2733302	Deltaentomopoxvirus	10284	genus
2733303	Finnlakevirus	2732901	genus
2734594	Uukuvirus	1980418	genus
2841276	Campanilevirus	2169529	genus
2841277	Kujavirus	2169529	genus
2841278	Miltonvirus	2169529	genus
2841279	Nezavisimistyvirus	2169529	genus
2841280	Tedavirus	2169529	genus
2841281	Vapseptimavirus	2169529	genus
2842358	Abakapovirus	2842332	genus
2842359	Achlievirus	2842332	genus
2842360	Adahivirus	2842319	genus
2842361	Adahmuvirus	2842332	genus
2842362	Aldhiuvirus	2842319	genus
2842363	Alehndavirus	2842315	genus
2842364	Alehxovirus	2842332	genus
2842365	Aleptorquevirus	687329	genus
2842366	Alohrdovirus	2842331	genus
2842367	Alphacrustrhavirus	11270	genus
2842368	Alphadintovirus	2597805	genus
2842369	Alphadrosrhavirus	11270	genus
2842370	Alphaglobulovirus	292638	genus
2842371	Alphahymrhavirus	11270	genus
2842372	Amubhivirus	2842319	genus
2842373	Anchaingvirus	2731643	genus
2842374	Andhasavirus	2842319	genus
2842375	Andhaxevirus	2842319	genus
2842376	Andhevirus	2842314	genus
2842377	Andihavirus	2842331	genus
2842378	Anedhivirus	2842319	genus
2842379	Apeevirus	2842318	genus
2842380	Aphenovirus	2842332	genus
2842381	Apihcavirus	2842314	genus
2842382	Apukhovirus	2842319	genus
2842384	Arawsmovirus	2842332	genus
2842385	Arctuvirus	2842332	genus
2842386	Arihsbuvirus	2842314	genus
2842387	Arpirivirus	2842332	genus
2842388	Ashcevirus	2842332	genus
2842389	Ashucavirus	2842319	genus
2842390	Auricularimonavirus	1883067	genus
2842391	Azorudivirus	157897	genus
2842393	Bahdevuvirus	2842314	genus
2842394	Bahnicevirus	2842332	genus
2842395	Bahscuvirus	2842319	genus
2842396	Bathrivirus	2842319	genus
2842397	Beecentumtrevirus	542836	genus
2842398	Behevivirus	2842319	genus
2842399	Behlfluvirus	2842319	genus
2842400	Belbovirus	2842332	genus
2842401	Berdovirus	2842332	genus
2842402	Bertavirus	2842319	genus
2842403	Beshanovirus	2842318	genus
2842404	Betadintovirus	2597805	genus
2842406	Betanemrhavirus	11270	genus
2842539	Acajnonavirus	2842519	genus
2842540	Akonivirus	2842521	genus
2842541	Alphapaprhavirus	2842407	genus
2842542	Alpharicinrhavirus	2842407	genus
2842543	Amoyvirus	2842528	genus
2842544	Aoqinvirus	2842422	genus
2842545	Aorunvirus	2842422	genus
2842546	Bembunaquatrovirus	2842529	genus
2842547	Betapaprhavirus	11270	genus
2842548	Betaricinrhavirus	11270	genus
2842549	Betatristromavirus	2022738	genus
2842550	Bicehmovirus	2842332	genus
2842551	Bidhavirus	2842332	genus
2842552	Bihdovirus	2842319	genus
2842553	Bilifuvirus	2842314	genus
2842554	Bisdanovirus	2842319	genus
2842555	Blafavirus	2842319	genus
2842556	Blinduvirus	2842314	genus
2842557	Bohnovirus	2842319	genus
2842558	Bohwovirus	2842319	genus
2842559	Boloprevirus	2842319	genus
2842560	Bonghivirus	2842315	genus
2842561	Bonzesmacovirus	2169574	genus
2842562	Boschuvirus	2842319	genus
2842563	Boscovirus	2501952	genus
2842564	Bossavirus	10374	genus
2842565	Bostasmacovirus	2169574	genus
2842566	Botrytimonavirus	1883067	genus
2842567	Bottigliavirus	573053	genus
2842568	Breudwovirus	2842319	genus
2842569	Brikhyavirus	2842332	genus
2842570	Brucesealvirus	2842320	genus
2842571	Brudgevirus	2842319	genus
2842572	Buhdavirus	2842319	genus
2842573	Bundooravirus	2842328	genus
2842574	Byrnievirus	2842527	genus
2842576	Cahdavirus	2842319	genus
2842577	Cahrlavirus	2842332	genus
2842578	Cahrpivirus	2842319	genus
2842579	Cahtavirus	2842332	genus
2842580	Cahtebovirus	2842314	genus
2842581	Caloevirus	2842319	genus
2842582	Capvunavirus	2842411	genus
2842583	Carmenvirus	2842526	genus
2842584	Catindovirus	2842332	genus
2842585	Cauhldivirus	2842319	genus
2842586	Cbunavirus	2842329	genus
2842587	Cebevirus	2842332	genus
2842588	Ceceduovirus	2842517	genus
2842589	Cehakivirus	2842319	genus
2842590	Cehntrovirus	2842315	genus
2842591	Chaedoavirus	2842319	genus
2842592	Chahsmivirus	2842319	genus
2842593	Changchunvirus	2732047	genus
2842594	Charybdivirus	2842325	genus
2842595	Chihyovirus	2842319	genus
2842596	Chimpavirus	2842243	genus
2842597	Chinihovirus	2842314	genus
2842598	Chitorquevirus	687329	genus
2842599	Chlurivirus	2842332	genus
2842600	Chobevirus	2842319	genus
2842601	Choctavirus	2842319	genus
2842602	Chorovirus	2842332	genus
2842603	Chounavirus	2842314	genus
2842604	Chuvivirus	2501952	genus
2842605	Cihsnivirus	2842314	genus
2842606	Cintrevirus	2842319	genus
2842607	Citlodavirus	10811	genus
2842608	Citrovirus	2842333	genus
2842609	Claudivirus	2842419	genus
2842610	Clitovirus	2842332	genus
2842611	Cocosatellite	2842420	genus
2842612	Cofodevirus	2842323	genus
2842613	Cohrdavirus	2842332	genus
2842614	Condavirus	2842319	genus
2842615	Controvirus	2842332	genus
2842616	Copernicusvirus	2842424	genus
2842617	Coprasatellite	2842420	genus
2842618	Creshivirus	2842319	genus
2842619	Cuauhtlivirus	2842527	genus
2842620	Culicidavirus	2501952	genus
2842621	Cunarovirus	2842332	genus
2842622	Cunavirus	2842319	genus
2842623	Daazvirus	2842321	genus
2842625	Dahmuivirus	2842315	genus
2842626	Dahmuvirus	2842319	genus
2842632	Darnbovirus	2842319	genus
2842633	Decadevirus	2842319	genus
2842635	Dehcevirus	2842319	genus
